release_year,antiguedad,duracion_total,votos_log,presupuesto_log,awards_won,cantidad_generos,tamanio_elenco,es_pelicula,es_reciente,tiene_presupuesto,mes_agregado,dias_en_plataforma,platform_cod,primary_genre_cod,rating_cod,rotten_tomatoes_score
0.7575560097622076,-0.7575560097622079,0.656625405959847,-0.2817286365172516,-1.020045837204419,-0.3439076491291512,-1.1812514750411895,-1.3299450851325259,-1.1763461337803902,1.119040773275153,-1.1763461337803902,-1.583739587025064,-0.6086926533581397,-1.4376567086675536,1.410252896884002,1.1700168125325645,-0.27257581548896603
1.0322512319239454,-1.0322512319239456,1.9876880129161145,-0.19147874492281655,-1.020045837204419,-0.3439076491291512,0.2865975153796734,-1.3299450851325259,-1.1763461337803902,1.119040773275153,-1.1763461337803902,1.5940916129036193,-0.9189825896678733,0.25976157855455695,-0.5510525342865252,0.33999690473257205,0.6878702174493626
0.8491210838161202,-0.8491210838161205,-0.56474778246021,-1.3267520528789416,1.2262796569032672,-0.3439076491291512,1.7544465058005363,-1.3299450851325259,0.8500899278568022,1.119040773275153,0.8500899278568022,-1.2948458415770019,-0.8031612442482661,0.9387288934434012,1.9451543781123275,-0.07501304916742421,0.31846789708846696
0.665990935708295,-0.6659909357082954,0.21293787030775765,-2.0780612211284466,-1.020045837204419,-0.3439076491291512,-1.1812514750411895,1.3480962542102939,-1.1763461337803902,1.119040773275153,-1.1763461337803902,0.727410376559433,-0.5798637595200715,0.9387288934434012,-0.37275204054375005,0.33999690473257205,-2.3412288095099814
0.29973063949264467,-0.299730639492645,-0.5610503863297758,-0.631087737312265,1.7690389500763224,-0.3439076491291512,0.2865975153796734,0.45541580776268725,0.8500899278568022,-0.8936224880110933,0.8500899278568022,-0.13927085978475337,-0.554575256153345,-0.41920573633428726,-0.5510525342865252,-0.49002300306742047,0.09682650487192959
0.11660049138481947,-0.1166004913848198,-0.4932647906051511,0.2911031742807552,1.6010818384529442,-0.3439076491291512,0.2865975153796734,-0.43726463868491927,0.8500899278568022,-0.8936224880110933,0.8500899278568022,1.3051978674555573,-0.13554475536668775,0.9387288934434012,0.6970509219129011,-0.49002300306742047,0.09682650487192959
0.8491210838161202,-0.8491210838161205,1.76584424509007,-0.8300503863934912,-1.020045837204419,-0.3439076491291512,0.2865975153796734,-1.3299450851325259,-1.1763461337803902,1.119040773275153,-1.1763461337803902,-1.0059520961289397,-0.718950528037067,-1.0981730512231314,0.518750428170126,0.33999690473257205,1.0572725378102583
-2.996612026448209,2.996612026448209,-0.5105193058805101,0.40868105221391393,1.3123027806558258,-0.3439076491291512,0.2865975153796734,-0.43726463868491927,0.8500899278568022,-0.8936224880110933,0.8500899278568022,0.727410376559433,3.1132692721566597,0.9387288934434012,1.410252896884002,-2.1500628186674056,-1.0852609202829364
0.8491210838161202,-0.8491210838161205,-0.53763354417036,2.142135956779103,-0.11693968033001116,-0.3439076491291512,-1.1812514750411895,-0.43726463868491927,0.8500899278568022,1.119040773275153,0.8500899278568022,0.727410376559433,-0.9189825896678733,-0.41920573633428726,-1.264254509257626,-0.49002300306742047,0.4662288252328252
-2.1725263599629954,2.172526359962995,1.1003129416119362,2.2476540279544897,-1.020045837204419,-0.3439076491291512,1.7544465058005363,-0.43726463868491927,-1.1763461337803902,-0.8936224880110933,-1.1763461337803902,-1.2948458415770019,2.335394908596154,0.9387288934434012,0.8753514156556763,0.33999690473257205,-0.4942172077055034
0.11660049138481947,-0.1166004913848198,0.9893910576989139,-0.7238576185146716,-1.020045837204419,-0.3439076491291512,0.2865975153796734,-1.3299450851325259,-1.1763461337803902,-0.8936224880110933,-1.1763461337803902,0.14962288566330875,-0.19750158861516756,-1.4376567086675536,1.410252896884002,2.000036720332557,0.17070696894410872
-0.7074851751003939,0.7074851751003935,0.4347816381338023,0.7192303479507187,-1.020045837204419,-0.3439076491291512,0.2865975153796734,0.45541580776268725,-1.1763461337803902,-0.8936224880110933,-1.1763461337803902,-0.7170583506808776,0.845143405194964,-0.07972207888986516,-0.7293530280293005,0.33999690473257205,-2.193467881365623
0.5744258616543825,-0.5744258616543828,3.3187506198723824,0.6191010320048348,-1.020045837204419,-0.3439076491291512,0.2865975153796734,-0.43726463868491927,-1.1763461337803902,1.119040773275153,-1.1763461337803902,-1.0059520961289397,-0.5335857983589621,0.9387288934434012,-0.7293530280293005,0.33999690473257205,1.426674858171154
0.7575560097622076,-0.7575560097622079,-0.5253088904022464,0.8907821350835474,1.0946558741287449,-0.3439076491291512,0.2865975153796734,0.45541580776268725,0.8500899278568022,1.119040773275153,0.8500899278568022,1.5940916129036193,-0.9189825896678733,0.25976157855455695,-1.4425550030004013,-0.49002300306742047,-1.1591413843551155
-0.5243550269925686,0.5243550269925683,-0.5499581979384736,0.344971204036093,1.6668969782632617,-0.3439076491291512,0.2865975153796734,0.45541580776268725,0.8500899278568022,-0.8936224880110933,0.8500899278568022,1.016304122007495,0.1492037925426521,-1.4376567086675536,-1.4425550030004013,-0.07501304916742421,1.574435786315512
0.8491210838161202,-0.8491210838161205,0.656625405959847,-0.6804034458669672,-1.020045837204419,0.7799735571752645,-1.1812514750411895,1.3480962542102939,-1.1763461337803902,1.119040773275153,-1.1763461337803902,-1.2948458415770019,-0.8982460169071576,1.6176962083322453,0.518750428170126,1.5850267664325608,0.7617506815215417
0.20816556543873208,-0.20816556543873238,-0.5536555940689076,0.8198383046243368,-0.23167558443179345,-0.3439076491291512,0.2865975153796734,1.3480962542102939,0.8500899278568022,-0.8936224880110933,0.8500899278568022,-0.4281646052328155,-0.08724371393624024,1.2782125508878233,-0.7293530280293005,-1.320042910867413,-0.4203367436333243
-1.4400057675316946,1.4400057675316942,-0.533936148039926,-0.5924280884743061,0.10751771726401746,-0.3439076491291512,1.7544465058005363,0.45541580776268725,0.8500899278568022,-0.8936224880110933,0.8500899278568022,0.727410376559433,1.454090566265737,-1.4376567086675536,-0.7293530280293005,-0.9050329569674167,1.1311530018824374
0.48286078760046985,-0.4828607876004702,-0.11982778143130929,0.6617465356723745,-1.020045837204419,-0.3439076491291512,0.2865975153796734,-1.3299450851325259,-1.1763461337803902,1.119040773275153,-1.1763461337803902,-1.0059520961289397,-0.3469566435125209,-1.4376567086675536,1.0536519093984515,1.1700168125325645,-1.380782776571653
