release_year,antiguedad,duracion_total,votos_log,presupuesto_log,awards_won,cantidad_generos,tamanio_elenco,es_pelicula,es_reciente,tiene_presupuesto,mes_agregado,dias_en_plataforma,platform_cod,primary_genre_cod,rating_cod
0.5708681998036886,-0.5708681998036825,-0.5111890588749368,-0.9425509991900266,0.6701942320135637,-0.34135478458087326,-1.173572540611508,-0.4391894306344246,0.850671870598617,1.1068453458781824,0.850671870598617,-0.7172170679637839,-0.5376734587627088,-0.08022106135489401,1.2177259677259387,-0.06906881682336022
0.6624476604890113,-0.6624476604890052,0.21392833445806309,1.0297683846247683,-1.019299569452155,-0.34135478458087326,0.29953106685063596,-0.4391894306344246,-1.1755413979967395,1.1068453458781824,-1.1755413979967395,0.4360581744824199,-0.7545031774169774,0.9363076992139856,-0.37642667251262935,1.5894120273593744
-0.9859826318467966,0.9859826318468023,-0.11903373390913076,0.10524444556186469,-1.019299569452155,-0.34135478458087326,1.7726346743127799,0.4537745083037485,-1.1755413979967395,-0.9034685863964036,-1.1755413979967395,0.14773936387086892,0.7329436323478363,0.9363076992139856,0.509213683175464,0.34555139422232345
0.6624476604890113,-0.6624476604890052,-0.11903373390913076,-0.4322558103813154,-1.019299569452155,-0.34135478458087326,0.29953106685063596,1.3467384472419217,-1.1755413979967395,1.1068453458781824,-1.1755413979967395,0.7243769850939709,-0.7631055233145797,-1.4355927421134003,-0.553554743650248,2.4186524494507418
-1.0775620925321192,1.077562092532125,2.655650169150818,-1.059086731717295,-1.019299569452155,-0.34135478458087326,-1.173572540611508,-0.4391894306344246,-1.1755413979967395,-0.9034685863964036,-1.1755413979967395,-0.7172170679637839,0.7514133750103353,0.9363076992139856,-0.7306828147878667,0.34555139422232345
0.11297089637707533,-0.11297089637706928,-0.5346197229452209,-0.8451690215852645,0.9963929931533653,0.770248313104467,0.29953106685063596,-0.4391894306344246,0.850671870598617,-0.9034685863964036,0.850671870598617,1.5893334169286237,-0.2333022200916642,-1.4355927421134003,-0.19929860137501065,-0.06906881682336022
0.2961298177477206,-0.2961298177477146,1.3238018956820423,-0.8740624563275016,-1.019299569452155,-0.34135478458087326,0.29953106685063596,-0.4391894306344246,-1.1755413979967395,-0.9034685863964036,-1.1755413979967395,1.3010146063170727,-0.3137594552515912,1.6139935395932388,-0.37642667251262935,1.1747918163136908
0.6624476604890113,-0.6624476604890052,1.98972603241643,0.41034839456583905,-1.019299569452155,-0.34135478458087326,0.29953106685063596,-0.4391894306344246,-1.1755413979967395,1.1068453458781824,-1.1755413979967395,1.0126957957055218,-0.5859984018933567,0.9363076992139856,0.1549575409002267,-1.3129294499604112
0.8456065818596565,-0.8456065818596504,-0.5802478582399845,2.5046631886087054,0.8147165260865461,0.770248313104467,0.29953106685063596,-0.4391894306344246,0.850671870598617,1.1068453458781824,0.850671870598617,-1.2938546891868858,-0.8926467321255313,0.5974647790243591,-1.4391950993383413,-0.4836890278690439
0.3877092784330433,-0.3877092784330372,-0.5432520728658518,-0.0164802091707481,1.5372833469401725,2.9934545084751476,0.29953106685063596,-1.3321533695725978,0.850671870598617,-0.9034685863964036,0.850671870598617,-1.2938546891868858,-0.2459527287646087,0.9363076992139856,-1.4391950993383413,-0.4836890278690439
-0.4365058677348606,0.43650586773486655,-0.5629831583987226,0.14762537555275326,0.15725459991866156,-0.34135478458087326,0.29953106685063596,0.4537745083037485,0.850671870598617,-0.9034685863964036,0.850671870598617,-0.42889825735223297,0.4682949909098375,0.25862185883473254,-0.37642667251262935,-0.4836890278690439
0.6624476604890113,-0.6624476604890052,-0.4815924305756307,-1.130690653092111,0.9542974285990843,-0.34135478458087326,1.7726346743127799,1.3467384472419217,0.850671870598617,1.1068453458781824,0.850671870598617,-1.582173499798437,-0.5181916754063742,0.9363076992139856,-0.19929860137501065,-0.06906881682336022
